servicerequestid,servicecode,status_id,address_id,adddate,resolutiondate,serviceduedate,serviceorderdate,details,servicecallcount
23-00650898,S0031,1,10890,2023-12-16 17:00:00,2023-12-19 20:00:00,2023-12-20 00:00:00,2023-12-16 17:00:00,,1
23-00644449,COMPOST,3,10890,2023-12-13 00:00:00,,2024-01-03 00:00:00,2023-12-13 00:00:00,,1
23-00666367,S0346,3,10890,2023-12-28 07:00:00,,2024-01-05 07:00:00,2023-12-28 07:00:00,,1
23-00650899,S0261,1,13386,2023-12-16 17:00:00,2023-12-16 19:00:00,2023-12-18 17:00:00,2023-12-16 17:00:00,,1
23-00650901,S0196,1,13387,2023-12-16 17:00:00,2023-12-22 14:00:00,2023-12-28 17:00:00,2023-12-16 17:00:00,,1
23-00650902,S0031,1,13388,2023-12-16 17:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-16 17:00:00,,1
23-00650914,S0031,1,13392,2023-12-16 17:00:00,2023-12-20 22:00:00,2023-12-21 00:00:00,2023-12-16 17:00:00,,1
23-00664107,S0316,3,13392,2023-12-26 21:00:00,,2024-01-24 21:00:00,2023-12-26 21:00:00,,1
23-00650915,S0261,1,13393,2023-12-16 17:00:00,2023-12-16 18:00:00,2023-12-18 17:00:00,2023-12-16 17:00:00,,1
23-00650916,SIGTRAMA,1,13394,2023-12-16 17:00:00,2023-12-18 15:00:00,2023-12-19 17:00:00,2023-12-16 17:00:00,,1
23-00663851,GRAFF,3,13394,2023-12-26 19:00:00,,2024-01-10 19:00:00,2023-12-26 19:00:00,,1
23-00650917,S0031,1,13395,2023-12-16 17:00:00,2023-12-21 20:00:00,2023-12-22 00:00:00,2023-12-16 17:00:00,,1
23-00660082,S0031,1,13395,2023-12-21 21:00:00,2023-12-28 22:00:00,2023-12-29 05:00:00,2023-12-21 21:00:00,,1
23-00650919,S0311,1,13396,2023-12-16 17:00:00,2023-12-18 16:00:00,2023-12-22 17:00:00,2023-12-16 17:00:00,,1
23-00650922,GRAFF,3,13396,2023-12-16 18:00:00,,2024-01-02 18:00:00,2023-12-16 18:00:00,,1
23-00650963,11,1,13397,2023-12-16 18:00:00,2023-12-20 18:00:00,2023-12-19 18:00:00,2023-12-16 18:00:00,,1
23-00650964,S0196,1,13398,2023-12-16 18:00:00,2023-12-18 14:00:00,2023-12-28 18:00:00,2023-12-16 18:00:00,,1
23-00650849,S0477,3,13398,2023-12-16 17:00:00,,2024-01-18 05:00:00,2023-12-16 17:00:00,,1
23-00650950,S0477,8,13398,2023-12-16 18:00:00,,2024-01-18 00:00:00,2023-12-16 18:00:00,,1
23-00650966,S0031,1,13400,2023-12-16 18:00:00,2023-12-19 20:00:00,2023-12-20 05:00:00,2023-12-16 18:00:00,,1
23-00650967,S0336,1,13401,2023-12-16 18:00:00,2023-12-18 08:00:00,2024-01-30 18:00:00,2023-12-16 18:00:00,,1
23-00650968,S0276,1,13402,2023-12-16 18:00:00,2023-12-16 18:00:00,2023-12-22 18:00:00,2023-12-16 18:00:00,,1
23-00650969,S0000,1,13403,2023-12-16 18:00:00,2023-12-21 13:00:00,2024-01-05 19:00:00,2023-12-16 18:00:00,,1
23-00651043,S0261,6,13403,2023-12-16 18:00:00,2023-12-16 19:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00650971,11,1,13404,2023-12-16 18:00:00,2023-12-18 20:00:00,2023-12-19 18:00:00,2023-12-16 18:00:00,,1
23-00650972,S0031,1,13405,2023-12-16 18:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-16 18:00:00,,1
23-00661905,S0031,3,13405,2023-12-23 13:00:00,,2024-01-03 00:00:00,2023-12-23 13:00:00,,1
23-00661878,S0031,5,13405,2023-12-23 12:00:00,2023-12-29 16:00:00,2024-01-03 05:00:00,2023-12-23 12:00:00,,1
23-00650973,S0311,1,13406,2023-12-16 18:00:00,2023-12-18 20:00:00,2023-12-22 18:00:00,2023-12-16 18:00:00,,1
23-00651010,S0261,1,13407,2023-12-16 19:00:00,2023-12-16 19:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00651012,S0346,1,13408,2023-12-16 19:00:00,2023-12-27 19:00:00,2023-12-22 19:00:00,2023-12-16 19:00:00,,1
23-00651014,S0459,1,13409,2023-12-16 19:00:00,2023-12-18 17:00:00,2024-08-27 19:00:00,2023-12-16 19:00:00,,1
23-00652908,S0457,1,13409,2023-12-18 17:00:00,2023-12-19 16:00:00,2023-12-26 17:00:00,2023-12-18 17:00:00,,1
23-00652615,S0457,1,13409,2023-12-18 16:00:00,2023-12-18 17:00:00,2023-12-26 16:00:00,2023-12-18 16:00:00,,1
23-00651017,S0276,1,13412,2023-12-16 19:00:00,2023-12-19 01:00:00,2023-12-22 19:00:00,2023-12-16 19:00:00,,1
23-00651018,S0261,1,13413,2023-12-16 19:00:00,2023-12-16 20:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00651023,S0336,1,13413,2023-12-16 19:00:00,2023-12-18 08:00:00,2024-01-30 19:00:00,2023-12-16 19:00:00,,1
23-00651019,S0000,1,13414,2023-12-16 19:00:00,2023-12-19 18:00:00,2024-01-05 19:00:00,2023-12-16 19:00:00,,1
23-00651021,S0031,1,8953,2023-12-16 19:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-16 19:00:00,,1
23-00657665,S0441,1,8953,2023-12-20 18:00:00,2023-12-29 16:00:00,2023-12-22 18:00:00,2023-12-20 18:00:00,,1
23-00660147,S0031,1,8953,2023-12-21 22:00:00,2023-12-29 00:00:00,2023-12-29 05:00:00,2023-12-21 22:00:00,,1
23-00639364,S0316,3,8953,2023-12-09 20:00:00,,2024-01-09 20:00:00,2023-12-09 20:00:00,,1
23-00651024,S0336,1,13415,2023-12-16 19:00:00,2023-12-19 11:00:00,2024-01-30 19:00:00,2023-12-16 19:00:00,,1
23-00651025,S0311,1,13416,2023-12-16 19:00:00,2023-12-18 16:00:00,2023-12-22 19:00:00,2023-12-16 19:00:00,,1
23-00651027,S0477,1,13418,2023-12-16 19:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-16 19:00:00,,1
23-00651030,S0261,1,13421,2023-12-16 19:00:00,2023-12-16 20:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00651031,S0031,1,13422,2023-12-16 19:00:00,2023-12-21 16:00:00,2023-12-22 00:00:00,2023-12-16 19:00:00,,1
23-00659187,S0477,3,13422,2023-12-21 16:00:00,,2024-01-25 05:00:00,2023-12-21 16:00:00,,1
23-00651067,S0000,1,13423,2023-12-16 19:00:00,2023-12-19 15:00:00,2024-01-05 19:00:00,2023-12-16 19:00:00,,1
23-00651068,S0261,1,13424,2023-12-16 20:00:00,2023-12-16 22:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651070,COMPOSTM,1,13425,2023-12-16 20:00:00,2023-12-20 18:00:00,2023-12-20 20:00:00,2023-12-16 20:00:00,,1
23-00651071,S0031,1,13426,2023-12-16 20:00:00,2023-12-21 16:00:00,2023-12-22 05:00:00,2023-12-16 20:00:00,,1
23-00660714,S0031,1,13426,2023-12-22 15:00:00,2023-12-28 22:00:00,2023-12-29 05:00:00,2023-12-22 15:00:00,,1
23-00651072,S0261,1,13427,2023-12-16 20:00:00,2023-12-16 21:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651073,S0276,1,13428,2023-12-16 20:00:00,2023-12-19 01:00:00,2023-12-22 20:00:00,2023-12-16 20:00:00,,1
23-00651077,S0311,1,13431,2023-12-16 20:00:00,2023-12-18 19:00:00,2023-12-22 20:00:00,2023-12-16 20:00:00,,1
23-00650837,S0346,1,13432,2023-12-16 17:00:00,2023-12-18 14:00:00,2023-12-22 17:00:00,2023-12-16 17:00:00,,1
23-00650839,S0031,1,13433,2023-12-16 17:00:00,2023-12-19 14:00:00,2023-12-20 05:00:00,2023-12-16 17:00:00,,1
23-00650841,S0031,1,13435,2023-12-16 17:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-16 17:00:00,,1
23-00650842,S0031,1,13436,2023-12-16 17:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-16 17:00:00,,1
23-00650847,S0031,1,13437,2023-12-16 17:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-16 17:00:00,,1
23-00650848,S0031,1,13438,2023-12-16 17:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-16 17:00:00,,1
23-00650851,S0031,1,13439,2023-12-16 17:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-16 17:00:00,,1
23-00650853,S0261,1,13441,2023-12-16 17:00:00,2023-12-16 19:00:00,2023-12-18 17:00:00,2023-12-16 17:00:00,,1
23-00650854,11,1,13442,2023-12-16 17:00:00,2023-12-18 20:00:00,2023-12-19 17:00:00,2023-12-16 17:00:00,,1
23-00650857,S0196,1,13443,2023-12-16 17:00:00,2023-12-21 19:00:00,2023-12-28 17:00:00,2023-12-16 17:00:00,,1
23-00650858,S0031,1,13444,2023-12-16 17:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-16 17:00:00,,1
23-00650859,S0261,1,13445,2023-12-16 17:00:00,2023-12-16 17:00:00,2023-12-18 17:00:00,2023-12-16 17:00:00,,1
23-00650864,S0346,1,13448,2023-12-16 17:00:00,2023-12-18 14:00:00,2023-12-22 17:00:00,2023-12-16 17:00:00,,1
23-00650866,S0031,1,13449,2023-12-16 17:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-16 17:00:00,,1
23-00668797,S0311,3,13449,2023-12-29 16:00:00,,2024-01-08 16:00:00,2023-12-29 16:00:00,,1
23-00650867,PRUNING,1,13450,2023-12-16 17:00:00,2023-12-22 12:00:00,2024-08-27 17:00:00,2023-12-16 17:00:00,,1
23-00650868,S0031,1,13451,2023-12-16 17:00:00,2023-12-19 20:00:00,2023-12-20 05:00:00,2023-12-16 17:00:00,,1
23-00664299,S0031,3,13451,2023-12-26 22:00:00,,2024-01-04 00:00:00,2023-12-26 22:00:00,,1
23-00650869,S0000,1,13385,2023-12-16 17:00:00,2023-12-21 14:00:00,2024-01-05 17:00:00,2023-12-16 17:00:00,,1
23-00650897,S0261,6,13385,2023-12-16 17:00:00,2023-12-16 17:00:00,2023-12-18 17:00:00,2023-12-16 17:00:00,,1
23-00650870,S0031,1,13452,2023-12-16 17:00:00,2023-12-22 18:00:00,2023-12-23 05:00:00,2023-12-16 17:00:00,,1
23-00650873,S0181,1,13453,2023-12-16 17:00:00,2023-12-26 14:00:00,2024-01-05 17:00:00,2023-12-16 17:00:00,,1
23-00650875,S0031,1,13454,2023-12-16 17:00:00,2023-12-21 16:00:00,2023-12-22 05:00:00,2023-12-16 17:00:00,,1
23-00666316,S0031,3,13454,2023-12-28 03:00:00,,2024-01-06 00:00:00,2023-12-28 03:00:00,,1
23-00650925,S0346,1,13458,2023-12-16 18:00:00,2023-12-18 16:00:00,2023-12-22 18:00:00,2023-12-16 18:00:00,,1
23-00650926,S0217,1,13459,2023-12-16 18:00:00,2023-12-17 06:00:00,2023-12-19 18:00:00,2023-12-16 18:00:00,,1
23-00650928,S0031,1,13460,2023-12-16 18:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-16 18:00:00,,1
23-00650931,S0031,1,13462,2023-12-16 18:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-16 18:00:00,,1
23-00650942,S0031,1,13464,2023-12-16 18:00:00,2023-12-20 20:00:00,2023-12-21 05:00:00,2023-12-16 18:00:00,,1
23-00650943,S0346,1,13465,2023-12-16 18:00:00,2023-12-27 18:00:00,2023-12-22 18:00:00,2023-12-16 18:00:00,,1
23-00663590,S0181,3,13465,2023-12-26 17:00:00,,2024-01-15 17:00:00,2023-12-26 17:00:00,,1
23-00650945,S0031,1,13466,2023-12-16 18:00:00,2023-12-20 16:00:00,2023-12-21 05:00:00,2023-12-16 18:00:00,,1
23-00650947,S0261,1,13467,2023-12-16 18:00:00,2023-12-16 19:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00650948,S0031,1,13468,2023-12-16 18:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-16 18:00:00,,1
23-00650951,S0031,1,13469,2023-12-16 18:00:00,2023-12-19 16:00:00,2023-12-20 05:00:00,2023-12-16 18:00:00,,1
23-00650954,S0261,1,13471,2023-12-16 18:00:00,2023-12-16 19:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00665054,S0311,1,13471,2023-12-27 16:00:00,2023-12-28 18:00:00,2024-01-04 16:00:00,2023-12-27 16:00:00,,1
23-00650955,S0301,1,13472,2023-12-16 18:00:00,2023-12-19 18:00:00,2023-12-20 18:00:00,2023-12-16 18:00:00,,1
23-00650958,S0031,1,13473,2023-12-16 18:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-16 18:00:00,,1
23-00650961,S0261,1,13475,2023-12-16 18:00:00,2023-12-16 19:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00650962,S0336,1,13476,2023-12-16 18:00:00,2023-12-18 08:00:00,2024-01-30 18:00:00,2023-12-16 18:00:00,,1
23-00650974,S0261,1,13477,2023-12-16 18:00:00,2023-12-16 19:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00650975,SPSTDAMA,1,13478,2023-12-16 18:00:00,2023-12-16 18:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00653353,MARKINST,10,13478,2023-12-18 19:00:00,,2025-01-01 19:00:00,2023-12-18 19:00:00,,1
23-00650976,S0031,1,13479,2023-12-16 18:00:00,2023-12-21 20:00:00,2023-12-22 05:00:00,2023-12-16 18:00:00,,1
23-00668749,S0477,3,13479,2023-12-29 16:00:00,,2024-02-03 05:00:00,2023-12-29 16:00:00,,1
23-00650978,S0031,1,13480,2023-12-16 18:00:00,2023-12-19 20:00:00,2023-12-20 05:00:00,2023-12-16 18:00:00,,1
23-00650981,S0261,1,13481,2023-12-16 18:00:00,2023-12-16 19:00:00,2023-12-18 18:00:00,2023-12-16 18:00:00,,1
23-00650985,S0031,1,13482,2023-12-16 18:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-16 18:00:00,,1
23-00650988,S0477,1,13483,2023-12-16 19:00:00,2023-12-26 20:00:00,2023-12-27 05:00:00,2023-12-16 19:00:00,,1
23-00652920,S0477,2,13483,2023-12-18 17:00:00,2023-12-26 20:00:00,2024-01-03 05:00:00,2023-12-18 17:00:00,,1
23-00656029,S0477,2,13483,2023-12-19 21:00:00,2023-12-26 20:00:00,2024-01-03 05:00:00,2023-12-19 21:00:00,,1
23-00650990,COMPOSTM,1,13485,2023-12-16 19:00:00,2023-12-20 18:00:00,2023-12-20 19:00:00,2023-12-16 19:00:00,,1
23-00650991,S0031,1,13486,2023-12-16 19:00:00,2023-12-22 20:00:00,2023-12-23 00:00:00,2023-12-16 19:00:00,,1
23-00660170,S0441,1,13486,2023-12-21 22:00:00,2023-12-26 18:00:00,2023-12-26 22:00:00,2023-12-21 22:00:00,,1
23-00650992,S0031,1,13484,2023-12-16 19:00:00,2023-12-21 20:00:00,2023-12-22 00:00:00,2023-12-16 19:00:00,,1
23-00662528,S0031,1,13484,2023-12-24 19:00:00,2023-12-28 22:00:00,2023-12-29 00:00:00,2023-12-24 19:00:00,,1
23-00650989,S0316,3,13484,2023-12-16 19:00:00,,2024-01-16 19:00:00,2023-12-16 19:00:00,,1
23-00652223,CONTREMO,3,13484,2023-12-18 14:00:00,,2024-01-17 14:00:00,2023-12-18 14:00:00,,1
23-00650993,S0031,1,13487,2023-12-16 19:00:00,2023-12-19 14:00:00,2023-12-20 00:00:00,2023-12-16 19:00:00,,1
23-00650995,S0031,1,13488,2023-12-16 19:00:00,2023-12-20 16:00:00,2023-12-21 05:00:00,2023-12-16 19:00:00,,1
23-00650998,S0031,1,13490,2023-12-16 19:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-16 19:00:00,,1
23-00650999,S0031,1,13491,2023-12-16 19:00:00,2023-12-22 20:00:00,2023-12-23 00:00:00,2023-12-16 19:00:00,,1
23-00651000,S0276,1,2787,2023-12-16 19:00:00,2023-12-19 00:00:00,2023-12-22 19:00:00,2023-12-16 19:00:00,,1
23-00625482,S0361,4,2787,2023-12-01 19:00:00,,2024-12-17 19:00:00,2023-12-01 19:00:00,,1
23-00651005,SIGNMISS_v2,1,13494,2023-12-16 19:00:00,2023-12-19 02:00:00,2024-06-18 19:00:00,2023-12-16 19:00:00,,1
23-00651007,S0276,1,13495,2023-12-16 19:00:00,2023-12-19 01:00:00,2023-12-22 19:00:00,2023-12-16 19:00:00,,1
23-00651008,SPSTDAMA,1,13496,2023-12-16 19:00:00,2023-12-16 19:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00651032,S0181,1,2242,2023-12-16 19:00:00,2023-12-26 14:00:00,2024-01-05 19:00:00,2023-12-16 19:00:00,,1
23-00654743,S0031,1,2242,2023-12-19 15:00:00,2023-12-27 16:00:00,2023-12-28 00:00:00,2023-12-19 15:00:00,,1
23-00651387,S0181,2,2242,2023-12-17 14:00:00,2023-12-26 14:00:00,2024-01-05 14:00:00,2023-12-17 14:00:00,,1
23-00624201,GRAFF,3,2242,2023-12-01 11:00:00,,2023-12-15 11:00:00,2023-12-01 11:00:00,,1
23-00651034,S0261,1,13498,2023-12-16 19:00:00,2023-12-16 20:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00661332,S0031,1,13498,2023-12-22 19:00:00,2023-12-29 00:00:00,2023-12-29 05:00:00,2023-12-22 19:00:00,,1
23-00651039,S0196,1,13500,2023-12-16 19:00:00,2023-12-19 14:00:00,2023-12-28 19:00:00,2023-12-16 19:00:00,,1
23-00654022,S0477,1,13500,2023-12-19 00:00:00,2023-12-21 18:00:00,2023-12-22 00:00:00,2023-12-19 00:00:00,,1
23-00651042,S0261,1,13461,2023-12-16 19:00:00,2023-12-16 19:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00650929,S0361,4,13461,2023-12-16 18:00:00,,2024-12-31 18:00:00,2023-12-16 18:00:00,,1
23-00651045,S0477,1,13503,2023-12-16 19:00:00,2023-12-26 20:00:00,2023-12-27 05:00:00,2023-12-16 19:00:00,,1
23-00651049,S0031,1,13504,2023-12-16 19:00:00,2023-12-21 02:00:00,2023-12-21 05:00:00,2023-12-16 19:00:00,,1
23-00651051,S0477,1,13505,2023-12-16 19:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-16 19:00:00,,1
23-00651056,S0031,1,13508,2023-12-16 19:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-16 19:00:00,,1
23-00651060,S0261,1,13510,2023-12-16 19:00:00,2023-12-16 19:00:00,2023-12-18 19:00:00,2023-12-16 19:00:00,,1
23-00651061,S0031,1,13511,2023-12-16 19:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-16 19:00:00,,1
23-00651062,S0031,1,13512,2023-12-16 19:00:00,2023-12-19 14:00:00,2023-12-20 05:00:00,2023-12-16 19:00:00,,1
23-00651066,S0477,1,13513,2023-12-16 19:00:00,2023-12-26 20:00:00,2023-12-27 00:00:00,2023-12-16 19:00:00,,1
23-00669549,S0477,3,13513,2023-12-29 21:00:00,,2024-01-03 05:00:00,2023-12-29 21:00:00,,1
23-00651080,SIGNMISS_v2,1,13514,2023-12-16 20:00:00,2023-12-18 15:00:00,2024-06-18 20:00:00,2023-12-16 20:00:00,,1
23-00651081,COMPOSTM,1,13515,2023-12-16 20:00:00,2023-12-20 18:00:00,2023-12-20 20:00:00,2023-12-16 20:00:00,,1
23-00651085,S0261,1,13516,2023-12-16 20:00:00,2023-12-16 21:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651086,S0261,1,7121,2023-12-16 20:00:00,2023-12-16 21:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00659009,S0261,1,7121,2023-12-21 15:00:00,2023-12-21 17:00:00,2023-12-22 15:00:00,2023-12-21 15:00:00,,1
23-00663110,S0261,1,7121,2023-12-26 14:00:00,2023-12-26 15:00:00,2023-12-27 14:00:00,2023-12-26 14:00:00,,1
23-00634833,HAID2022,3,7121,2023-12-06 23:00:00,,2024-01-19 23:00:00,2023-12-06 23:00:00,,1
23-00651090,S0261,1,13519,2023-12-16 20:00:00,2023-12-16 21:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651091,S0321,1,13520,2023-12-16 20:00:00,2023-12-18 20:00:00,2023-12-19 20:00:00,2023-12-16 20:00:00,,1
23-00658372,S0477,3,13520,2023-12-21 00:00:00,,2024-01-04 00:00:00,2023-12-21 00:00:00,,1
23-00651097,S05SL,1,13523,2023-12-16 20:00:00,2023-12-22 18:00:00,2023-12-27 20:00:00,2023-12-16 20:00:00,,1
23-00651099,S0441,1,13524,2023-12-16 20:00:00,2023-12-20 16:00:00,2023-12-19 20:00:00,2023-12-16 20:00:00,,1
23-00651100,S0031,1,13525,2023-12-16 20:00:00,2023-12-19 16:00:00,2023-12-20 05:00:00,2023-12-16 20:00:00,,1
23-00651101,S0031,1,13526,2023-12-16 20:00:00,2023-12-19 16:00:00,2023-12-20 05:00:00,2023-12-16 20:00:00,,1
23-00651103,S0196,1,13527,2023-12-16 20:00:00,2023-12-18 13:00:00,2023-12-28 20:00:00,2023-12-16 20:00:00,,1
23-00657224,S0196,1,13527,2023-12-20 16:00:00,2023-12-20 22:00:00,2024-01-03 16:00:00,2023-12-20 16:00:00,,1
23-00651105,S0031,1,13529,2023-12-16 20:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-16 20:00:00,,1
23-00651109,S0261,1,13531,2023-12-16 20:00:00,2023-12-16 22:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651110,RPP,1,13532,2023-12-16 20:00:00,2023-12-16 22:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651130,S0311,1,13533,2023-12-16 21:00:00,2023-12-18 20:00:00,2023-12-22 21:00:00,2023-12-16 21:00:00,,1
23-00651132,S0466,1,13534,2023-12-16 21:00:00,2023-12-19 15:00:00,2024-03-12 21:00:00,2023-12-16 21:00:00,,1
23-00651133,S0196,1,13535,2023-12-16 21:00:00,2023-12-18 14:00:00,2023-12-28 21:00:00,2023-12-16 21:00:00,,1
23-00651134,S0031,1,13536,2023-12-16 21:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-16 21:00:00,,1
23-00651137,S0477,3,13536,2023-12-16 21:00:00,,2024-01-20 05:00:00,2023-12-16 21:00:00,,1
23-00651139,S04TP,1,13540,2023-12-16 21:00:00,2023-12-18 12:00:00,2025-11-18 21:00:00,2023-12-16 21:00:00,,1
23-00665126,S04TP,1,13540,2023-12-27 16:00:00,2023-12-27 17:00:00,2025-11-27 16:00:00,2023-12-27 16:00:00,,1
23-00651141,S0031,1,13541,2023-12-16 21:00:00,2023-12-20 20:00:00,2023-12-22 00:00:00,2023-12-16 21:00:00,,1
23-00651144,S0261,1,13542,2023-12-16 21:00:00,2023-12-16 23:00:00,2023-12-18 21:00:00,2023-12-16 21:00:00,,1
23-00651145,S05SL,1,13543,2023-12-16 21:00:00,2023-12-26 15:00:00,2023-12-27 21:00:00,2023-12-16 21:00:00,,1
23-00651149,S0181,1,13545,2023-12-16 21:00:00,2023-12-22 14:00:00,2024-01-05 21:00:00,2023-12-16 21:00:00,,1
23-00651151,S0031,1,13546,2023-12-16 21:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-16 21:00:00,,1
23-00651152,SIGTRAMA,1,13547,2023-12-16 21:00:00,2023-12-18 15:00:00,2023-12-19 21:00:00,2023-12-16 21:00:00,,1
23-00651154,S0031,1,13548,2023-12-16 21:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-16 21:00:00,,1
23-00660919,S0016,4,13548,2023-12-22 16:00:00,,2025-01-07 16:00:00,2023-12-22 16:00:00,,1
23-00651155,PRUNING,1,13549,2023-12-16 21:00:00,2023-12-18 12:00:00,2024-08-27 21:00:00,2023-12-16 21:00:00,,1
23-00651156,11,1,13550,2023-12-16 21:00:00,2023-12-20 18:00:00,2023-12-19 21:00:00,2023-12-16 21:00:00,,1
23-00651423,11,1,13550,2023-12-17 15:00:00,2023-12-18 20:00:00,2023-12-19 15:00:00,2023-12-17 15:00:00,,1
23-00662069,11,1,13550,2023-12-23 17:00:00,2023-12-26 16:00:00,2023-12-27 17:00:00,2023-12-23 17:00:00,,1
23-00651158,S0031,1,9118,2023-12-16 21:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-16 21:00:00,,1
23-00639530,S0477,3,9118,2023-12-09 23:00:00,,2024-01-23 05:00:00,2023-12-09 23:00:00,,1
23-00651159,S0031,1,13551,2023-12-16 21:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-16 21:00:00,,1
23-00662020,S0031,3,13551,2023-12-23 16:00:00,,2024-01-03 05:00:00,2023-12-23 16:00:00,,1
23-00651161,S0311,1,13552,2023-12-16 21:00:00,2023-12-18 17:00:00,2023-12-22 21:00:00,2023-12-16 21:00:00,,1
23-00651162,S0261,1,13553,2023-12-16 21:00:00,2023-12-16 22:00:00,2023-12-18 21:00:00,2023-12-16 21:00:00,,1
23-00651181,S0000,1,13554,2023-12-16 22:00:00,2023-12-21 14:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651182,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651183,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651184,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651185,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651186,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651187,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651188,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651189,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651190,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651191,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651192,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651193,S0000,5,13554,2023-12-16 22:00:00,2023-12-18 17:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651194,S0000,1,13555,2023-12-16 22:00:00,2023-12-18 19:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651195,S0477,1,13556,2023-12-16 22:00:00,2023-12-21 18:00:00,2023-12-22 00:00:00,2023-12-16 22:00:00,,1
23-00651196,S0477,1,13557,2023-12-16 22:00:00,2023-12-26 20:00:00,2023-12-27 00:00:00,2023-12-16 22:00:00,,1
